Order_ID,Customer_ID,Product_ID,Category,Supplier,Region,Marketing_Channel,Order_Date,Price,Quantity,Customer_Age,Payment_Type,Shipping_Time_days,Delivery_Issue,Return_Flag,Return_Reason
ORD100638,CUST10789,PID7268,Fashion,TrendWear,Germany,Organic,2024-07-09,26.41,2,25,Credit Card,1,No,0,
ORD100639,CUST12820,PID2055,Sports,GearHouse,India,Facebook/Instagram,2024-11-15,70.56,1,16,Credit Card,9,No,0,
ORD100640,CUST14165,PID7414,Beauty,GlowLabs,UK,Facebook/Instagram,2024-11-02,19.18,1,26,COD,5,No,0,
ORD100641,CUST14112,PID9774,Home Decor,CozyLiving,Canada,Google Ads,2023-06-22,136.06,1,16,Credit Card,5,No,0,
ORD100642,CUST11178,PID3807,Fashion,StylishCo,UK,Facebook/Instagram,2023-05-29,16.93,1,25,COD,8,No,0,
ORD100643,CUST10195,PID3766,Home Decor,HomeSense,USA,Email,2023-03-21,41.76,1,17,Credit Card,4,No,0,
ORD100644,CUST13978,PID1367,Beauty,PureBeauty,UK,Google Ads,2023-08-01,17.36,1,40,COD,1,No,0,
ORD100645,CUST12425,PID4159,Home Decor,DecoCraft,Australia,Organic,2023-07-22,32.5,1,26,COD,5,No,0,
ORD100646,CUST14952,PID4877,Sports,GearHouse,USA,Email,2023-08-17,35.11,2,42,COD,6,No,0,
ORD100647,CUST10256,PID7867,Sports,GearHouse,India,Organic,2024-11-06,117.89,1,37,Debit Card,5,No,0,
ORD100648,CUST10118,PID8081,Home Decor,HomeSense,USA,Google Ads,2023-08-15,78.63,2,35,Debit Card,7,No,0,
ORD100649,CUST11399,PID4687,Sports,ActiveFit,UK,Email,2024-10-20,54.67,1,55,Credit Card,6,No,0,
ORD100650,CUST14201,PID9229,Sports,GearHouse,USA,Organic,2024-06-15,103.14,1,16,Credit Card,9,No,0,
ORD100651,CUST10841,PID8510,Beauty,PureBeauty,Australia,Email,2024-03-16,23.34,1,37,Credit Card,2,Yes,0,
ORD100652,CUST11364,PID8545,Beauty,GlowLabs,USA,Organic,2024-02-06,25.07,1,31,Credit Card,5,No,0,
ORD100653,CUST13232,PID9760,Fashion,FabricHub,India,Organic,2023-02-16,73.64,1,26,Debit Card,1,No,0,
ORD100654,CUST11241,PID3280,Fashion,StylishCo,USA,Google Ads,2023-08-21,62.95,2,46,Wallet,3,No,0,
ORD100655,CUST10783,PID9555,Sports,Sportify,Germany,Google Ads,2023-11-01,72.61,2,38,Credit Card,2,No,0,
ORD100656,CUST10006,PID6630,Sports,GearHouse,India,Facebook/Instagram,2024-06-09,31.17,1,16,UPI,7,No,1,Not as Described
ORD100657,CUST11233,PID7090,Electronics,Digitron,USA,Facebook/Instagram,2023-05-23,200.98,1,25,Credit Card,9,No,0,
ORD100658,CUST14502,PID8623,Home Decor,HomeSense,India,Facebook/Instagram,2024-02-19,36.24,1,31,COD,3,No,0,
ORD100659,CUST12779,PID1211,Fashion,StylishCo,Australia,Organic,2024-05-27,32.11,1,34,Wallet,5,No,0,
ORD100660,CUST14047,PID8209,Electronics,TechWorks,Canada,Organic,2024-01-08,486.56,2,35,Credit Card,1,No,0,
ORD100661,CUST10104,PID2521,Beauty,SkinCareInc,USA,Organic,2024-07-19,20.84,1,16,Debit Card,7,No,0,
ORD100662,CUST13664,PID5728,Fashion,FabricHub,UK,Facebook/Instagram,2023-09-16,30.2,1,21,COD,5,No,0,
ORD100663,CUST12802,PID3456,Fashion,TrendWear,Germany,Email,2024-10-17,26.52,1,30,Debit Card,5,No,0,
ORD100664,CUST10531,PID6839,Fashion,StylishCo,USA,Email,2024-04-15,75.84,1,39,Debit Card,1,Yes,0,
ORD100665,CUST14384,PID8923,Home Decor,CozyLiving,Canada,Organic,2023-01-12,78.53,2,37,Debit Card,2,Yes,0,
ORD100666,CUST14729,PID4082,Electronics,Digitron,USA,Google Ads,2023-11-26,474.58,1,37,UPI,5,No,0,
ORD100667,CUST12926,PID8542,Sports,Sportify,Canada,Google Ads,2023-12-24,90.93,2,38,Wallet,1,No,0,
ORD100668,CUST10825,PID1051,Fashion,FabricHub,USA,Facebook/Instagram,2024-02-12,35.58,1,16,Credit Card,6,Yes,0,
ORD100669,CUST14705,PID9355,Fashion,StylishCo,UK,Organic,2024-10-29,73.25,1,22,Credit Card,10,No,0,
ORD100670,CUST11891,PID4506,Beauty,SkinCareInc,USA,Google Ads,2024-01-08,4.35,1,41,Credit Card,2,No,0,
ORD100671,CUST11146,PID1380,Fashion,StylishCo,USA,Organic,2023-01-08,36.69,1,45,Credit Card,5,No,0,
ORD100672,CUST11872,PID2845,Fashion,TrendWear,USA,Referral,2023-05-02,51.59,1,32,Credit Card,5,No,0,
ORD100673,CUST11541,PID6728,Fashion,TrendWear,Canada,Google Ads,2023-12-14,63.51,1,26,Credit Card,7,No,0,
ORD100674,CUST14711,PID6289,Sports,ActiveFit,Australia,Google Ads,2024-11-06,36.38,1,37,Debit Card,5,No,0,
ORD100675,CUST11512,PID6178,Electronics,GadgetPro,India,Organic,2023-03-31,47.9,1,45,COD,1,No,0,
ORD100676,CUST11530,PID1715,Fashion,TrendWear,USA,Organic,2024-10-09,43.74,1,38,Credit Card,2,No,0,
ORD100677,CUST13111,PID4261,Home Decor,DecoCraft,Germany,Email,2024-11-28,36.08,1,32,Credit Card,8,No,0,
ORD100678,CUST14909,PID8317,Sports,ActiveFit,UK,Facebook/Instagram,2023-11-12,34.88,1,24,Credit Card,7,No,0,
ORD100679,CUST13941,PID4091,Sports,GearHouse,India,Google Ads,2023-06-27,95.74,1,39,Credit Card,10,Yes,0,
ORD100680,CUST10256,PID2447,Electronics,Digitron,Germany,Google Ads,2024-06-23,29.7,1,27,Credit Card,2,No,1,Not as Described
ORD100681,CUST11941,PID1821,Sports,ActiveFit,Canada,Google Ads,2023-02-10,89.33,1,35,Debit Card,2,Yes,0,
ORD100682,CUST14587,PID6526,Home Decor,HomeSense,USA,Google Ads,2024-05-16,70.09,1,34,COD,1,No,0,
ORD100683,CUST13322,PID6669,Sports,Sportify,Australia,Organic,2023-05-25,44.44,1,63,Credit Card,7,No,0,
ORD100684,CUST11875,PID4237,Home Decor,CozyLiving,USA,Google Ads,2023-07-20,83.56,1,24,Credit Card,4,No,0,
ORD100685,CUST11042,PID8102,Electronics,GadgetPro,Australia,Email,2024-04-05,148.69,1,55,UPI,2,No,0,
ORD100686,CUST14362,PID5309,Home Decor,CozyLiving,USA,Email,2024-07-11,93.34,1,37,Debit Card,6,No,0,
ORD100687,CUST12682,PID3975,Electronics,Digitron,Germany,Email,2024-06-30,159.56,1,34,Wallet,5,No,0,
ORD100688,CUST10921,PID9612,Home Decor,CozyLiving,India,Facebook/Instagram,2023-09-10,12.41,1,33,Debit Card,1,No,1,No Longer Needed
ORD100689,CUST11823,PID2230,Fashion,StylishCo,India,Email,2024-01-25,26.32,2,22,COD,4,No,0,
ORD100690,CUST14866,PID2122,Fashion,FabricHub,India,Facebook/Instagram,2024-08-16,17.25,1,34,Credit Card,4,No,0,
ORD100691,CUST13874,PID5540,Sports,ActiveFit,India,Google Ads,2023-09-13,32.21,1,30,Credit Card,3,No,0,
ORD100692,CUST13526,PID2050,Beauty,SkinCareInc,Canada,Google Ads,2024-03-25,23.05,3,25,Credit Card,7,No,0,
ORD100693,CUST10184,PID5978,Fashion,FabricHub,India,Organic,2023-01-10,18.34,1,29,UPI,5,No,0,
ORD100694,CUST11417,PID6971,Beauty,GlowLabs,Canada,Facebook/Instagram,2023-08-30,26.49,1,19,Credit Card,3,No,0,
ORD100695,CUST14007,PID3931,Electronics,GadgetPro,Germany,Organic,2023-09-08,191.69,1,49,Credit Card,6,No,0,
ORD100696,CUST14716,PID3928,Electronics,GadgetPro,USA,Facebook/Instagram,2023-01-05,203.87,1,59,Credit Card,1,No,0,
ORD100697,CUST11066,PID2317,Fashion,StylishCo,USA,Organic,2023-04-29,10.29,3,40,Credit Card,2,No,0,
ORD100698,CUST14065,PID9408,Home Decor,CozyLiving,UK,Referral,2024-01-09,36.87,1,43,Credit Card,4,No,0,
ORD100699,CUST12516,PID1090,Electronics,Digitron,USA,Facebook/Instagram,2023-03-06,398.49,1,30,Credit Card,7,No,0,
ORD100700,CUST12902,PID9664,Electronics,GadgetPro,Canada,Email,2023-05-26,202.15,1,32,Credit Card,2,Yes,0,
ORD100701,CUST12042,PID6465,Fashion,TrendWear,USA,Organic,2023-08-12,50.89,1,44,Wallet,7,No,0,
ORD100702,CUST14573,PID5644,Fashion,TrendWear,Germany,Google Ads,2023-08-27,20.33,1,36,Debit Card,5,No,0,
ORD100703,CUST10496,PID2198,Electronics,GadgetPro,USA,Facebook/Instagram,2023-06-26,579.57,1,33,Credit Card,8,Yes,0,
ORD100704,CUST10561,PID4145,Home Decor,HomeSense,USA,Email,2023-10-09,71.62,1,46,Credit Card,7,No,0,
ORD100705,CUST14452,PID2677,Electronics,Digitron,USA,Email,2023-03-04,333.44,1,42,Wallet,5,No,0,
ORD100706,CUST11838,PID7858,Fashion,TrendWear,USA,Google Ads,2023-08-05,34.5,1,27,Credit Card,5,No,0,
ORD100707,CUST14312,PID6639,Fashion,StylishCo,USA,Organic,2024-11-19,58.77,1,30,Debit Card,6,No,1,Damaged
ORD100708,CUST13274,PID4469,Home Decor,DecoCraft,USA,Organic,2024-04-05,82.48,1,30,COD,7,No,0,
ORD100709,CUST12633,PID6493,Electronics,Digitron,Germany,Organic,2024-09-01,280.77,1,42,Credit Card,5,No,0,
ORD100710,CUST10220,PID8154,Home Decor,CozyLiving,UK,Referral,2023-04-15,44.51,1,31,Wallet,5,No,0,
ORD100711,CUST12939,PID6725,Home Decor,HomeSense,USA,Facebook/Instagram,2023-04-09,52.22,1,47,Credit Card,7,No,0,
ORD100712,CUST13349,PID3386,Fashion,TrendWear,Germany,Email,2024-05-25,8.69,1,37,Credit Card,5,No,0,
ORD100713,CUST10917,PID7594,Home Decor,CozyLiving,USA,Organic,2024-01-20,138.56,1,33,Credit Card,7,No,0,
ORD100714,CUST12904,PID1121,Fashion,FabricHub,Australia,Facebook/Instagram,2024-02-09,21.8,1,33,UPI,3,No,0,
ORD100715,CUST14730,PID2050,Fashion,StylishCo,India,Referral,2024-06-01,54.23,1,39,UPI,5,No,0,
ORD100716,CUST10239,PID8448,Electronics,Digitron,India,Organic,2024-04-20,292.79,1,40,Credit Card,9,No,0,
ORD100717,CUST12196,PID6937,Fashion,FabricHub,India,Organic,2024-10-06,59.68,2,24,Wallet,7,No,0,
ORD100718,CUST13321,PID7011,Fashion,StylishCo,USA,Email,2024-03-12,18.21,1,43,UPI,6,No,0,
ORD100719,CUST13513,PID5875,Electronics,Digitron,India,Google Ads,2023-01-23,116.64,1,49,Credit Card,5,No,0,
ORD100720,CUST10025,PID9019,Sports,Sportify,Australia,Facebook/Instagram,2024-07-18,138.41,2,21,Credit Card,5,No,0,
ORD100721,CUST13484,PID9883,Fashion,FabricHub,USA,Organic,2024-11-07,43.3,1,32,Wallet,5,No,0,
ORD100722,CUST14856,PID2360,Fashion,StylishCo,India,Organic,2024-04-02,68.41,1,44,Credit Card,2,No,1,Wrong Size
ORD100723,CUST11114,PID8216,Electronics,TechWorks,USA,Email,2023-03-24,120.86,1,41,COD,3,No,0,
ORD100724,CUST11524,PID7141,Home Decor,HomeSense,USA,Google Ads,2023-05-25,67.09,1,41,Credit Card,6,No,0,
ORD100725,CUST12183,PID5036,Electronics,TechWorks,USA,Email,2023-03-26,346.91,2,31,Credit Card,8,No,0,
ORD100726,CUST12095,PID5823,Sports,Sportify,UK,Organic,2023-03-19,91.56,1,24,Debit Card,6,No,0,
ORD100727,CUST13465,PID8964,Home Decor,CozyLiving,India,Organic,2024-04-01,125.7,1,39,Debit Card,5,No,0,
ORD100728,CUST14521,PID8973,Home Decor,HomeSense,USA,Organic,2023-01-01,108.69,1,28,Credit Card,5,No,0,
ORD100729,CUST11712,PID3002,Home Decor,CozyLiving,USA,Organic,2023-02-20,94.9,1,32,Credit Card,2,No,0,
ORD100730,CUST11373,PID6162,Fashion,FabricHub,Germany,Organic,2024-11-15,10.13,1,47,Credit Card,7,No,0,
ORD100731,CUST12162,PID6168,Beauty,SkinCareInc,UK,Organic,2024-03-21,7.38,1,49,UPI,2,Yes,0,
ORD100732,CUST11745,PID3546,Electronics,GadgetPro,USA,Email,2024-03-24,182.73,1,32,Credit Card,7,No,0,
ORD100733,CUST14159,PID2613,Sports,Sportify,India,Organic,2024-05-02,62.9,1,21,COD,2,No,0,
ORD100734,CUST14305,PID6099,Home Decor,CozyLiving,India,Organic,2023-02-03,76.55,2,28,Debit Card,1,Yes,1,Changed Mind
ORD100735,CUST14085,PID6965,Electronics,GadgetPro,USA,Organic,2023-12-14,549.69,1,22,Wallet,8,No,0,
ORD100736,CUST10344,PID4235,Electronics,Digitron,India,Facebook/Instagram,2023-04-05,33.55,2,27,Credit Card,7,No,0,
ORD100737,CUST14188,PID7349,Sports,ActiveFit,Germany,Organic,2023-03-13,89.8,1,29,Debit Card,1,No,0,
ORD100738,CUST10057,PID6142,Electronics,TechWorks,USA,Organic,2024-07-04,281.14,1,35,COD,10,No,0,
ORD100739,CUST10920,PID2242,Electronics,TechWorks,UK,Organic,2023-06-03,223.82,1,26,Wallet,2,No,0,
ORD100740,CUST10478,PID2756,Sports,GearHouse,India,Google Ads,2023-09-07,92.13,3,37,COD,1,No,0,
ORD100741,CUST12082,PID7604,Electronics,GadgetPro,UK,Email,2024-11-04,174.73,1,28,COD,5,Yes,0,
ORD100742,CUST13608,PID3389,Electronics,TechWorks,Australia,Organic,2024-03-13,389.46,2,37,Credit Card,3,No,0,
ORD100743,CUST13097,PID9845,Electronics,GadgetPro,UK,Google Ads,2023-04-28,23.48,1,41,Credit Card,7,No,0,
ORD100744,CUST11112,PID2896,Electronics,Digitron,India,Google Ads,2023-11-02,381.94,2,40,COD,10,No,0,
ORD100745,CUST14345,PID6634,Beauty,PureBeauty,Australia,Facebook/Instagram,2023-09-25,36.12,1,31,Credit Card,9,No,0,
ORD100746,CUST13456,PID6824,Beauty,PureBeauty,Germany,Organic,2023-02-23,17.97,3,38,Credit Card,3,No,0,
ORD100747,CUST11400,PID7999,Sports,Sportify,Germany,Google Ads,2023-08-24,42.15,1,35,Credit Card,4,No,0,
ORD100748,CUST12987,PID7725,Sports,ActiveFit,USA,Facebook/Instagram,2024-01-24,85.06,1,16,Wallet,7,No,0,
ORD100749,CUST10820,PID3369,Beauty,SkinCareInc,India,Facebook/Instagram,2024-02-05,27.83,1,53,Credit Card,7,Yes,0,
ORD100750,CUST11725,PID1706,Beauty,GlowLabs,USA,Organic,2024-09-15,21.86,3,31,COD,5,No,0,
ORD100751,CUST14941,PID7090,Home Decor,CozyLiving,Germany,Organic,2023-10-30,68.44,1,43,Wallet,4,No,0,
ORD100752,CUST10453,PID1958,Home Decor,HomeSense,Australia,Email,2023-07-26,155.17,1,29,Credit Card,7,Yes,0,
ORD100753,CUST13662,PID7729,Fashion,FabricHub,USA,Google Ads,2023-08-17,18.72,1,36,Debit Card,9,No,0,
ORD100754,CUST14163,PID2943,Home Decor,HomeSense,Australia,Organic,2024-07-31,81.9,1,39,Credit Card,5,No,0,
ORD100755,CUST11773,PID3653,Beauty,SkinCareInc,USA,Organic,2023-03-16,26.77,1,25,Credit Card,6,No,0,
ORD100756,CUST14816,PID3393,Fashion,StylishCo,Germany,Facebook/Instagram,2024-03-10,21.33,1,16,Credit Card,3,No,0,
ORD100757,CUST10431,PID5696,Beauty,PureBeauty,Australia,Organic,2023-04-13,3.99,1,29,COD,8,No,1,Damaged
ORD100758,CUST14411,PID1718,Sports,ActiveFit,Germany,Organic,2024-02-26,66.22,1,46,Wallet,3,No,0,
ORD100759,CUST11251,PID7889,Fashion,StylishCo,Canada,Google Ads,2023-11-02,78.51,3,49,Credit Card,7,No,0,
ORD100760,CUST10490,PID9825,Home Decor,HomeSense,UK,Organic,2023-04-08,26.0,1,33,Wallet,6,No,0,
ORD100761,CUST12673,PID4109,Electronics,TechWorks,India,Google Ads,2023-12-01,28.62,1,36,Debit Card,6,Yes,1,Not as Described
ORD100762,CUST11579,PID7680,Beauty,GlowLabs,UK,Facebook/Instagram,2024-03-10,12.91,1,53,Debit Card,1,No,1,Changed Mind
ORD100763,CUST14106,PID4481,Electronics,GadgetPro,UK,Google Ads,2024-03-22,295.26,2,36,Credit Card,9,No,0,
ORD100764,CUST14221,PID1840,Fashion,FabricHub,India,Organic,2023-11-04,21.26,1,29,Debit Card,5,No,0,
ORD100765,CUST12599,PID9471,Fashion,TrendWear,USA,Google Ads,2023-09-06,35.8,1,29,Debit Card,8,No,0,
ORD100766,CUST14323,PID9814,Sports,Sportify,USA,Organic,2023-06-15,76.5,1,37,Wallet,3,Yes,0,
ORD100767,CUST11343,PID6490,Fashion,StylishCo,Australia,Email,2024-04-25,24.67,1,24,Credit Card,4,No,0,
ORD100768,CUST14120,PID4614,Fashion,StylishCo,Australia,Facebook/Instagram,2023-12-01,57.98,1,29,Credit Card,4,No,0,
ORD100769,CUST13869,PID8434,Sports,ActiveFit,Australia,Referral,2024-06-25,45.51,1,30,Credit Card,5,No,0,
ORD100770,CUST14084,PID4648,Sports,ActiveFit,Australia,Facebook/Instagram,2023-04-16,96.13,1,38,Wallet,1,No,0,
ORD100771,CUST14442,PID3896,Fashion,FabricHub,Canada,Referral,2024-07-16,32.67,1,44,Wallet,3,No,0,
ORD100772,CUST10510,PID3944,Fashion,StylishCo,USA,Google Ads,2023-03-22,65.02,1,35,COD,2,No,0,
ORD100773,CUST11178,PID9446,Home Decor,DecoCraft,USA,Google Ads,2023-05-13,41.8,1,49,Wallet,4,No,0,
ORD100774,CUST12987,PID7090,Fashion,TrendWear,USA,Referral,2023-05-18,56.28,1,27,Wallet,7,No,0,
ORD100775,CUST11976,PID7664,Beauty,GlowLabs,USA,Google Ads,2023-07-03,29.07,1,16,COD,2,No,0,
ORD100776,CUST10446,PID2793,Electronics,Digitron,Australia,Organic,2024-02-05,259.69,1,31,UPI,3,Yes,0,
ORD100777,CUST12708,PID7471,Electronics,GadgetPro,USA,Facebook/Instagram,2023-11-26,25.26,1,37,Wallet,1,No,0,
ORD100778,CUST13176,PID3153,Sports,GearHouse,Canada,Google Ads,2024-05-22,42.93,1,34,Credit Card,12,No,1,Not as Described
ORD100779,CUST13134,PID6182,Fashion,TrendWear,USA,Facebook/Instagram,2023-03-10,19.25,1,32,Wallet,7,No,0,
ORD100780,CUST13567,PID4842,Fashion,TrendWear,India,Organic,2024-06-29,65.88,1,29,Wallet,7,No,0,
ORD100781,CUST11734,PID8183,Beauty,SkinCareInc,India,Facebook/Instagram,2023-02-22,28.94,1,41,Wallet,6,No,0,
ORD100782,CUST11891,PID9868,Home Decor,HomeSense,UK,Organic,2024-03-25,70.74,1,38,Credit Card,6,No,0,
ORD100783,CUST10249,PID6869,Electronics,GadgetPro,India,Facebook/Instagram,2023-07-24,178.03,1,24,Credit Card,3,No,0,
ORD100784,CUST10984,PID8187,Home Decor,HomeSense,UK,Email,2023-05-06,128.69,1,33,Credit Card,2,No,0,
ORD100785,CUST11183,PID5841,Sports,Sportify,UK,Organic,2023-02-12,80.64,1,53,Debit Card,5,No,0,
ORD100786,CUST10348,PID2022,Fashion,TrendWear,Australia,Organic,2023-04-21,53.81,1,29,Credit Card,9,No,0,
ORD100787,CUST10321,PID1833,Electronics,TechWorks,USA,Facebook/Instagram,2024-10-24,48.57,1,36,Credit Card,2,No,0,
ORD100788,CUST13184,PID9116,Electronics,Digitron,UK,Organic,2023-07-02,314.3,1,47,Debit Card,6,No,0,
ORD100789,CUST14127,PID8016,Electronics,Digitron,UK,Organic,2023-04-05,484.15,3,16,Wallet,9,No,0,
ORD100790,CUST10733,PID9839,Electronics,GadgetPro,USA,Organic,2024-01-09,334.22,1,25,COD,5,No,0,
ORD100791,CUST10186,PID5247,Home Decor,CozyLiving,USA,Organic,2024-06-03,72.69,1,31,Credit Card,9,No,0,
ORD100792,CUST13474,PID4260,Beauty,SkinCareInc,Canada,Organic,2023-12-26,41.34,3,50,Credit Card,6,No,1,Damaged
ORD100793,CUST14341,PID6709,Electronics,TechWorks,India,Organic,2024-11-26,183.41,1,36,Credit Card,4,Yes,1,Changed Mind
ORD100794,CUST14756,PID5436,Electronics,Digitron,UK,Organic,2023-10-08,90.26,1,60,Credit Card,6,No,0,
ORD100795,CUST12346,PID2861,Electronics,Digitron,Germany,Organic,2023-07-14,250.61,1,16,Wallet,5,No,0,
ORD100796,CUST13422,PID1598,Sports,Sportify,USA,Facebook/Instagram,2023-07-14,84.32,1,16,COD,2,No,0,
ORD100797,CUST13648,PID8849,Home Decor,DecoCraft,Germany,Organic,2024-10-28,159.21,1,34,Debit Card,4,No,0,
ORD100798,CUST11581,PID3350,Beauty,PureBeauty,UK,Facebook/Instagram,2023-04-03,24.98,1,34,COD,11,No,0,
ORD100799,CUST11812,PID1677,Beauty,SkinCareInc,Germany,Facebook/Instagram,2024-11-02,10.46,1,31,Credit Card,4,No,0,
ORD100800,CUST10637,PID7315,Beauty,GlowLabs,Australia,Organic,2023-03-02,10.61,1,16,Credit Card,5,Yes,0,
ORD100801,CUST12357,PID4708,Sports,ActiveFit,Australia,Organic,2024-09-25,74.6,1,35,Debit Card,7,No,0,
ORD100802,CUST11913,PID2150,Sports,Sportify,USA,Email,2023-02-20,46.88,2,31,Credit Card,1,No,0,
ORD100803,CUST10106,PID7480,Sports,ActiveFit,Australia,Google Ads,2024-02-07,99.73,1,30,Credit Card,6,No,0,
ORD100804,CUST10878,PID2321,Sports,ActiveFit,USA,Organic,2023-01-05,69.61,1,48,COD,1,No,0,
ORD100805,CUST11350,PID5918,Home Decor,CozyLiving,Australia,Organic,2024-04-10,61.66,1,37,Credit Card,9,No,0,
ORD100806,CUST12709,PID8701,Electronics,GadgetPro,USA,Organic,2024-08-26,200.9,1,49,Credit Card,5,No,1,Not as Described
ORD100807,CUST12367,PID4340,Beauty,GlowLabs,Canada,Organic,2024-11-12,43.63,1,48,Credit Card,1,No,0,
ORD100808,CUST12034,PID5404,Home Decor,HomeSense,USA,Google Ads,2024-06-17,85.28,3,34,Wallet,5,No,0,
ORD100809,CUST11588,PID1245,Home Decor,CozyLiving,USA,Organic,2024-02-09,57.57,1,24,Credit Card,5,No,0,
ORD100810,CUST10685,PID6023,Beauty,SkinCareInc,India,Organic,2024-05-27,25.0,1,38,COD,7,No,0,
ORD100811,CUST10421,PID1130,Fashion,TrendWear,India,Organic,2024-10-06,86.78,1,28,Debit Card,4,No,0,
ORD100812,CUST12193,PID3546,Beauty,PureBeauty,Australia,Referral,2023-08-21,35.48,1,32,COD,10,No,0,
ORD100813,CUST13406,PID7742,Home Decor,CozyLiving,Australia,Email,2024-06-07,40.83,1,32,Wallet,6,No,0,
ORD100814,CUST12592,PID9602,Home Decor,HomeSense,India,Facebook/Instagram,2023-12-12,39.17,1,43,Wallet,4,No,0,
ORD100815,CUST14462,PID3487,Electronics,Digitron,Canada,Google Ads,2023-02-15,264.47,1,31,Credit Card,5,No,0,
ORD100816,CUST10533,PID2207,Home Decor,HomeSense,USA,Google Ads,2024-06-29,95.63,1,34,Credit Card,3,No,0,
ORD100817,CUST10393,PID6378,Sports,ActiveFit,India,Google Ads,2023-03-19,94.69,1,34,Debit Card,1,Yes,0,
ORD100818,CUST10754,PID6349,Home Decor,HomeSense,Canada,Email,2023-03-14,101.64,1,51,Debit Card,5,No,0,
ORD100819,CUST12686,PID6059,Home Decor,HomeSense,India,Referral,2023-09-06,43.53,1,32,Credit Card,6,Yes,0,
ORD100820,CUST14309,PID2403,Electronics,GadgetPro,India,Organic,2023-02-16,337.96,1,43,Credit Card,9,Yes,0,
ORD100821,CUST11709,PID2918,Electronics,Digitron,Germany,Organic,2023-05-01,482.67,1,19,Credit Card,4,No,0,
ORD100822,CUST11818,PID7907,Fashion,StylishCo,Germany,Email,2023-08-02,55.52,1,29,Credit Card,6,No,0,
ORD100823,CUST10730,PID2360,Fashion,FabricHub,Australia,Organic,2023-08-27,13.58,1,33,Credit Card,6,No,0,
ORD100824,CUST13166,PID1779,Beauty,SkinCareInc,Canada,Google Ads,2023-02-25,48.2,2,25,Credit Card,1,Yes,1,Damaged
ORD100825,CUST10951,PID6485,Beauty,PureBeauty,India,Organic,2023-12-16,34.76,1,41,COD,6,No,0,
ORD100826,CUST14473,PID6667,Sports,Sportify,USA,Organic,2023-04-17,88.75,1,41,Credit Card,2,Yes,0,
ORD100827,CUST14590,PID9894,Electronics,Digitron,UK,Organic,2023-02-17,137.4,1,27,UPI,6,No,0,
ORD100828,CUST14103,PID5176,Electronics,GadgetPro,USA,Email,2024-07-26,282.87,1,35,Credit Card,8,No,1,Not as Described
ORD100829,CUST10792,PID1554,Fashion,TrendWear,India,Organic,2023-12-03,33.01,1,38,Credit Card,6,No,0,
ORD100830,CUST10837,PID6678,Beauty,PureBeauty,Canada,Facebook/Instagram,2023-01-26,41.27,3,33,Wallet,1,No,0,
ORD100831,CUST10415,PID4337,Electronics,TechWorks,USA,Facebook/Instagram,2023-09-14,338.9,1,19,Credit Card,3,No,0,
ORD100832,CUST10959,PID9114,Electronics,GadgetPro,USA,Facebook/Instagram,2023-01-08,215.35,1,36,Credit Card,7,No,0,
ORD100833,CUST11643,PID3934,Electronics,GadgetPro,Australia,Organic,2024-09-16,39.8,1,44,Credit Card,1,No,0,
ORD100834,CUST14253,PID4345,Fashion,TrendWear,Australia,Organic,2023-09-10,61.18,1,35,Credit Card,9,No,0,
ORD100835,CUST14770,PID8296,Fashion,TrendWear,India,Google Ads,2024-11-22,80.16,1,16,Wallet,9,Yes,0,
ORD100836,CUST14574,PID6219,Home Decor,DecoCraft,USA,Facebook/Instagram,2023-10-30,3.87,1,28,Credit Card,2,No,0,
ORD100837,CUST11850,PID4481,Sports,Sportify,Australia,Google Ads,2024-09-30,30.48,1,40,Credit Card,11,No,0,
ORD100838,CUST12397,PID1312,Fashion,FabricHub,India,Facebook/Instagram,2023-02-25,74.04,1,31,Wallet,9,No,0,
ORD100839,CUST14916,PID4284,Fashion,FabricHub,UK,Google Ads,2024-06-09,33.4,1,36,Wallet,7,No,0,
ORD100840,CUST14839,PID4368,Home Decor,CozyLiving,UK,Organic,2024-04-18,58.87,1,40,COD,4,No,0,
ORD100841,CUST13255,PID1033,Home Decor,HomeSense,USA,Organic,2023-01-28,15.2,1,36,Credit Card,6,No,0,
ORD100842,CUST13938,PID9003,Fashion,TrendWear,USA,Google Ads,2023-03-19,27.2,1,45,Wallet,7,No,0,
ORD100843,CUST12993,PID7956,Home Decor,CozyLiving,USA,Facebook/Instagram,2023-08-04,36.66,1,46,Credit Card,9,No,0,
ORD100844,CUST12729,PID4585,Home Decor,DecoCraft,Canada,Organic,2024-01-21,65.74,2,24,Debit Card,3,Yes,0,
ORD100845,CUST11737,PID5000,Home Decor,DecoCraft,USA,Organic,2023-12-31,105.22,1,35,Credit Card,8,No,0,
ORD100846,CUST14695,PID9181,Fashion,FabricHub,Australia,Facebook/Instagram,2024-10-27,33.42,1,32,Credit Card,10,Yes,0,
ORD100847,CUST13046,PID8197,Sports,GearHouse,Germany,Google Ads,2024-06-09,38.36,1,16,UPI,5,No,0,
ORD100848,CUST12094,PID9292,Fashion,FabricHub,USA,Facebook/Instagram,2024-11-29,39.12,1,32,Debit Card,7,Yes,0,
ORD100849,CUST10723,PID9275,Fashion,TrendWear,India,Organic,2023-11-08,50.68,1,46,Credit Card,5,No,1,Wrong Size
ORD100850,CUST13946,PID7751,Electronics,GadgetPro,USA,Organic,2023-01-07,171.82,1,39,COD,11,No,0,
